word	pos	var	shaw	ipa	confidence	source	status	readlex_var	shaw_override	pos_override	var_override	verdict	notes
abash	VVI	GenAm	𐑩𐑚𐑨𐑖	əˈbæʃ	89	wiktionary	supplement	RRP				duplicate	
abash	VVI	RSSB	𐑩𐑚𐑨𐑖	əˈbæʃ	89	wordnet	supplement	RRP				duplicate	
abash	VVI	RSSB	𐑩𐑚𐑨𐑖	əˈbæʃ	89	wiktionary	supplement	RRP				duplicate	
abashed	AJ0	RSSB	𐑩𐑚𐑨𐑖𐑑	əˈbæʃt	89	wordnet	supplement	RRP				duplicate	
abashed	AJ0	RSSB	𐑩𐑚𐑨𐑖𐑑	əˈbæʃt	89	wiktionary	supplement	RRP				duplicate	
abashed	VVI	RSSB	𐑩𐑚𐑨𐑖𐑑	əˈbæʃt	89	wiktionary	supplement	RRP				duplicate	
abatement	NN1	RSSB	𐑩𐑚𐑱𐑑𐑥𐑩𐑯𐑑	əˈbeɪtmənt	89	wordnet	supplement	RRP				duplicate	
abattoir	NN1	GenAm	𐑨𐑚𐑩𐑑𐑢𐑸	ˈæbəˌtwɑːR	89	wordnet	supplement	RRP				duplicate	
abattoir	NN1	GenAm	𐑨𐑚𐑩𐑑𐑢𐑸	ˈæbəˌtwɑːR	89	wiktionary	supplement	RRP				duplicate	
abattoir	NN1	RSSB	𐑨𐑚𐑩𐑑𐑢𐑸	æbətwɑːr	89	wiktionary	supplement	RRP				duplicate	
abbe	NN1	GenAm	𐑨𐑚𐑱	æˈbeɪ	89	wordnet	supplement	RRP				duplicate	
abbe	NN1	GenAm	𐑨𐑚𐑱	æˈbeɪ	89	wiktionary	supplement	RRP				duplicate	
abbe	NN1	GenAm	𐑨𐑚𐑱	ˈæbeɪ	89	wiktionary	supplement	RRP				duplicate	
abbess	NN1	GenAm	𐑨𐑚𐑧𐑕	ˈæbes	89	wiktionary	supplement	RRP				duplicate	
abbess	NN1	RSSB	𐑨𐑚𐑧𐑕	ˈæbes	89	wiktionary	supplement	RRP				duplicate	
abbey	NN1	RSSB	𐑨𐑚𐑦	ˈæbi	89	wordnet	supplement	RRP				duplicate	
abbot	NN1	GenAm	𐑨𐑚𐑩𐑑	ˈæbət	89	wordnet	supplement	RRP				duplicate	
abbot	NN1	GenAm	𐑨𐑚𐑩𐑑	ˈæbət	89	wiktionary	supplement	RRP				duplicate	
abbot	NN1	RSSB	𐑨𐑚𐑩𐑑	ˈæbət	89	wordnet	supplement	RRP				duplicate	
abbot	NN1	RSSB	𐑨𐑚𐑩𐑑	ˈæbət	89	wiktionary	supplement	RRP				duplicate	
abbreviate	VVI	RSSB	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑	əbriːvieɪt	89	wordnet	supplement	RRP				duplicate	
abbreviate	VVI	RSSB	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑	əbriːvieɪt	89	wiktionary	supplement	RRP				duplicate	
abbreviated	AJ0	RSSB	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑩𐑛	əbriːvieɪtƏd	89	wordnet	supplement	RRP				duplicate	
abbreviated	AJ0	RSSB	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑩𐑛	əbriːvieɪtƏd	89	wiktionary	supplement	RRP				duplicate	
abbreviated	VVI	RSSB	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑩𐑛	əbriːvieɪtƏd	89	wiktionary	supplement	RRP				duplicate	
abbreviation	NN1	RSSB	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑖𐑩𐑯	əbriːvieɪʃən	89	wordnet	supplement	RRP				duplicate	
abbreviation	NN1	RSSB	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑖𐑩𐑯	əbriːvieɪʃən	89	wiktionary	supplement	RRP				duplicate	
abdicate	VVI	RSSB	𐑨𐑚𐑛𐑦𐑒𐑱𐑑	ˈæbdɪˌkeɪt	89	wordnet	supplement	RRP				duplicate	
abdicate	VVI	RSSB	𐑨𐑚𐑛𐑦𐑒𐑱𐑑	ˈæbdɪˌkeɪt	89	wiktionary	supplement	RRP				duplicate	
abdomen	NN1	GenAm	𐑨𐑚𐑛𐑩𐑥𐑩𐑯	ˈæbdəmən	89	wordnet	supplement	RRP				duplicate	
abdomen	NN1	GenAm	𐑨𐑚𐑛𐑩𐑥𐑩𐑯	ˈæbdəmən	89	wiktionary	supplement	RRP				duplicate	
abdomen	NN1	RSSB	𐑨𐑚𐑛𐑩𐑥𐑩𐑯	ˈæbdəmən	89	wordnet	supplement	RRP				duplicate	
abdomen	NN1	RSSB	𐑨𐑚𐑛𐑩𐑥𐑩𐑯	ˈæbdəmən	89	wiktionary	supplement	RRP				duplicate	
abduction	NN1	RSSB	𐑩𐑚𐑛𐑳𐑒𐑖𐑩𐑯	əbˈdʌkʃən	89	wordnet	supplement	RRP				duplicate	
abduction	NN1	RSSB	𐑩𐑚𐑛𐑳𐑒𐑖𐑩𐑯	əbˈdʌkʃən	89	wiktionary	supplement	RRP				duplicate	
Abdul	NN1	GenAm	𐑨𐑚𐑛𐑫𐑤	æbˈdʊl	89	wiktionary	supplement	RRP				duplicate	
Abdul	NN1	RSSB	𐑨𐑚𐑛𐑫𐑤	ˈæbdʊl	89	wiktionary	supplement	RRP				duplicate	
Abdul	NP0	GenAm	𐑨𐑚𐑛𐑫𐑤	æbˈdʊl	89	wiktionary	supplement	RRP				duplicate	
Abdul	NP0	RSSB	𐑨𐑚𐑛𐑫𐑤	ˈæbdʊl	89	wiktionary	supplement	RRP				duplicate	
Abdullah	NP0	GenAm	𐑨𐑚𐑛𐑳𐑤𐑩	æbˈdʌlə	89	wiktionary	supplement	RRP				duplicate	
abeam	AJ0	RSSB	𐑩𐑚𐑰𐑥	əˈbiːm	89	wiktionary	supplement	RRP				duplicate	
abeam	AV0	RSSB	𐑩𐑚𐑰𐑥	əˈbiːm	89	wordnet	supplement	RRP				duplicate	
abeam	AV0	RSSB	𐑩𐑚𐑰𐑥	əˈbiːm	89	wiktionary	supplement	RRP				duplicate	
abeam	PRP	RSSB	𐑩𐑚𐑰𐑥	əˈbiːm	89	wiktionary	supplement	RRP				duplicate	
abed	AV0	GenAm	𐑩𐑚𐑧𐑛	əˈbed	89	wordnet	supplement	RRP				duplicate	
abed	AV0	GenAm	𐑩𐑚𐑧𐑛	əˈbed	89	wiktionary	supplement	RRP				duplicate	
abed	AV0	RSSB	𐑩𐑚𐑧𐑛	əˈbed	89	wordnet	supplement	RRP				duplicate	
abed	AV0	RSSB	𐑩𐑚𐑧𐑛	əˈbed	89	wiktionary	supplement	RRP				duplicate	
aberdeen	NN1	RSSB	𐑨𐑚𐑼𐑛𐑰𐑯	æbəRdiːn	89	wordnet	supplement	RRP				duplicate	
Aberdeen	NN1	RSSB	𐑨𐑚𐑼𐑛𐑰𐑯	æbəRdiːn	89	wiktionary	supplement	RRP				duplicate	
Aberdeen	NP0	RSSB	𐑨𐑚𐑼𐑛𐑰𐑯	æbəRdiːn	89	wiktionary	supplement	RRP				duplicate	
aberration	NN1	GenAm	𐑨𐑚𐑼𐑱𐑖𐑩𐑯	ˌæbəˈreɪʃən	95	wordnet	supplement	RRP				duplicate	"r_gap:spelling=2,ipa=1; shave_agrees"
aberration	NN1	GenAm	𐑨𐑚𐑼𐑱𐑖𐑩𐑯	ˌæbəˈreɪʃən	95	wiktionary	supplement	RRP				duplicate	"r_gap:spelling=2,ipa=1; shave_agrees"
abet	VVI	RSSB	𐑩𐑚𐑧𐑑	əˈbet	89	wordnet	supplement	RRP				duplicate	
abeyance	NN1	RSSB	𐑩𐑚𐑱𐑩𐑯𐑕	əˈbeɪəns	89	wordnet	supplement	RRP				duplicate	
abhor	VVI	GenAm	𐑩𐑚𐑣𐑹	əbˈhɔːR	89	wiktionary	supplement	RRP				duplicate	
abhor	VVI	RSSB	𐑩𐑚𐑣𐑹	əbhɔːR	89	wordnet	supplement	RRP				duplicate	
abhor	VVI	RSSB	𐑩𐑚𐑣𐑹	əbhɔːR	89	wiktionary	supplement	RRP				duplicate	
abhorred	AJ0	GenAm	𐑩𐑚𐑣𐑹𐑛	əbˈhɔːRd	95	wiktionary	supplement	RRP				duplicate	"r_gap:spelling=2,ipa=1; shave_agrees"
abhorred	AJ0	RSSB	𐑩𐑚𐑣𐑹𐑛	əbhɔːRd	95	wiktionary	supplement	RRP				duplicate	"r_gap:spelling=2,ipa=1; shave_agrees"
abhorred	VVI	GenAm	𐑩𐑚𐑣𐑹𐑛	əbˈhɔːRd	95	wiktionary	supplement	RRP				duplicate	"r_gap:spelling=2,ipa=1; shave_agrees"
abhorred	VVI	RSSB	𐑩𐑚𐑣𐑹𐑛	əbhɔːRd	95	wiktionary	supplement	RRP				duplicate	"r_gap:spelling=2,ipa=1; shave_agrees"
abhorrence	NN1	RSSB	𐑩𐑚𐑣𐑪𐑮𐑩𐑯𐑕	əbhɒrəns	95	wordnet	supplement	RRP				duplicate	"r_gap:spelling=2,ipa=1; shave_agrees"
abide	VVI	GenAm	𐑩𐑚𐑲𐑛	əˈbaɪd	89	wordnet	supplement	RRP				duplicate	
abide	VVI	GenAm	𐑩𐑚𐑲𐑛	əˈbaɪd	89	wiktionary	supplement	RRP				duplicate	
abide	VVI	RSSB	𐑩𐑚𐑲𐑛	əˈbaɪd	89	wordnet	supplement	RRP				duplicate	
abide	VVI	RSSB	𐑩𐑚𐑲𐑛	əˈbaɪd	89	wiktionary	supplement	RRP				duplicate	
abided	VVI	GenAm	𐑩𐑚𐑲𐑛𐑩𐑛	əˈbaɪdəd	89	wiktionary	supplement	RRP				duplicate	
abided	VVI	RSSB	𐑩𐑚𐑲𐑛𐑩𐑛	əˈbaɪdəd	89	wiktionary	supplement	RRP				duplicate	
abiding	AJ0	GenAm	𐑩𐑚𐑲𐑛𐑦𐑙	əˈbaɪdɪŋ	89	wiktionary	supplement	RRP				duplicate	
abiding	NN1	GenAm	𐑩𐑚𐑲𐑛𐑦𐑙	əˈbaɪdɪŋ	89	wiktionary	supplement	RRP				duplicate	
abiding	VVI	GenAm	𐑩𐑚𐑲𐑛𐑦𐑙	əˈbaɪdɪŋ	89	wiktionary	supplement	RRP				duplicate	
Abingdon	NP0	GenAm	𐑨𐑚𐑦𐑙𐑛𐑩𐑯	ˈæbɪŋdən	89	wiktionary	supplement	RRP				duplicate	
abject	AJ0	GenAm	𐑨𐑚𐑡𐑧𐑒𐑑	ˈæbˌdʒekt	89	wiktionary	supplement	RRP				duplicate	
abject	AJ0	RSSB	𐑨𐑚𐑡𐑧𐑒𐑑	æbˈdʒekt	89	wordnet	supplement	RRP				duplicate	
abject	AJ0	RSSB	𐑨𐑚𐑡𐑧𐑒𐑑	ˈæbdʒekt	89	wiktionary	supplement	RRP				duplicate	
abject	NN1	GenAm	𐑨𐑚𐑡𐑧𐑒𐑑	ˈæbˌdʒekt	89	wiktionary	supplement	RRP				duplicate	
abject	NN1	RSSB	𐑨𐑚𐑡𐑧𐑒𐑑	ˈæbdʒekt	89	wiktionary	supplement	RRP				duplicate	
abjection	NN1	RSSB	𐑨𐑚𐑡𐑧𐑒𐑖𐑩𐑯	æbˈdʒekʃən	89	wordnet	supplement	RRP				duplicate	
abjectly	AV0	GenAm	𐑨𐑚𐑡𐑧𐑒𐑑𐑤𐑦	æbˈdʒektli	89	wordnet	supplement	RRP				duplicate	
abjectly	AV0	GenAm	𐑨𐑚𐑡𐑧𐑒𐑑𐑤𐑦	æbˈdʒektli	89	wiktionary	supplement	RRP				duplicate	
abjectly	AV0	RSSB	𐑨𐑚𐑡𐑧𐑒𐑑𐑤𐑦	æbˈdʒektli	89	wordnet	supplement	RRP				duplicate	
abjectly	AV0	RSSB	𐑨𐑚𐑡𐑧𐑒𐑑𐑤𐑦	æbˈdʒektli	89	wiktionary	supplement	RRP				duplicate	
abjectly	AV0	RSSB	𐑨𐑚𐑡𐑧𐑒𐑑𐑤𐑦	ˈæbdʒektli	89	wiktionary	supplement	RRP				duplicate	
abjuration	NN1	GenAm	𐑨𐑚𐑡𐑼𐑱𐑖𐑩𐑯	ˌæbdʒəˈreɪʃən	89	wiktionary	supplement	RRP				duplicate	
abjured	AJ0	RSSB	𐑩𐑚𐑡𐑫𐑼𐑛	əbdʒʊəRd	89	wiktionary	supplement	RRP				duplicate	
abjured	VVI	RSSB	𐑩𐑚𐑡𐑫𐑼𐑛	əbdʒʊəRd	89	wiktionary	supplement	RRP				duplicate	
abjures	VVI	RSSB	𐑩𐑚𐑡𐑫𐑼𐑟	əbdʒʊəRz	89	wiktionary	supplement	RRP				duplicate	
ablative	AJ0	GenAm	𐑨𐑚𐑤𐑩𐑑𐑦𐑝	ˈæblətɪv	89	wordnet	supplement	RRP				duplicate	
ablative	AJ0	GenAm	𐑨𐑚𐑤𐑩𐑑𐑦𐑝	ˈæblətɪv	89	wiktionary	supplement	RRP				duplicate	
ablative	NN1	GenAm	𐑨𐑚𐑤𐑩𐑑𐑦𐑝	ˈæblətɪv	89	wordnet	supplement	RRP				duplicate	
ablative	NN1	GenAm	𐑨𐑚𐑤𐑩𐑑𐑦𐑝	ˈæblətɪv	89	wiktionary	supplement	RRP				duplicate	
ablaut	NN1	GenAm	𐑨𐑚𐑤𐑬𐑑	ˈæbˌlaʊt	89	wiktionary	supplement	RRP				duplicate	
ablaut	VVI	GenAm	𐑨𐑚𐑤𐑬𐑑	ˈæbˌlaʊt	89	wiktionary	supplement	RRP				duplicate	
ablaze	AJ0	GenAm	𐑩𐑚𐑤𐑱𐑟	əˈbleɪz	89	wordnet	supplement	RRP				duplicate	
ablaze	AJ0	GenAm	𐑩𐑚𐑤𐑱𐑟	əˈbleɪz	89	wiktionary	supplement	RRP				duplicate	
ablaze	AV0	GenAm	𐑩𐑚𐑤𐑱𐑟	əˈbleɪz	89	wiktionary	supplement	RRP				duplicate	
abler	AJ0	GenAm	𐑱𐑚𐑤𐑼	ˈeɪbləR	89	wiktionary	supplement	RRP				duplicate	
ablest	AJ0	GenAm	𐑱𐑚𐑤𐑩𐑕𐑑	ˈeɪbləst	89	wiktionary	supplement	RRP				duplicate	
abloom	AJ0	GenAm	𐑩𐑚𐑤𐑵𐑥	əˈbluːm	89	wordnet	supplement	RRP				duplicate	
abloom	AJ0	GenAm	𐑩𐑚𐑤𐑵𐑥	əˈbluːm	89	wiktionary	supplement	RRP				duplicate	
abloom	AV0	GenAm	𐑩𐑚𐑤𐑵𐑥	əˈbluːm	89	wiktionary	supplement	RRP				duplicate	
ablute	VVI	RSSB	𐑩𐑚𐑤𐑵𐑑	əˈbluːt	89	wiktionary	supplement	RRP				duplicate	
ablution	NN1	RSSB	𐑩𐑚𐑤𐑵𐑖𐑩𐑯	əˈbluːʃən	89	wordnet	supplement	RRP				duplicate	
ablution	NN1	RSSB	𐑩𐑚𐑤𐑵𐑖𐑩𐑯	əˈbluːʃən	89	wiktionary	supplement	RRP				duplicate	
ably	AV0	GenAm	𐑱𐑚𐑤𐑦	ˈeɪbli	89	wordnet	supplement	RRP				duplicate	
ably	AV0	GenAm	𐑱𐑚𐑤𐑦	ˈeɪbli	89	wiktionary	supplement	RRP				duplicate	
abnegation	NN1	GenAm	𐑨𐑚𐑯𐑦𐑜𐑱𐑖𐑩𐑯	ˌæbnɪˈɡeɪʃən	89	wordnet	supplement	RRP				duplicate	
abnegation	NN1	RSSB	𐑨𐑚𐑯𐑦𐑜𐑱𐑖𐑩𐑯	ˌæbnɪˈɡeɪʃən	89	wiktionary	supplement	RRP				duplicate	
abnormal	AJ0	GenAm	𐑨𐑚𐑯𐑹𐑥𐑩𐑤	ˈæbˌnɔːRməl	89	wordnet	supplement	RRP				duplicate	
abnormal	AJ0	GenAm	𐑨𐑚𐑯𐑹𐑥𐑩𐑤	ˌæbˈnɔːRməl	89	wiktionary	supplement	RRP				duplicate	
abnormal	AJ0	RSSB	𐑨𐑚𐑯𐑹𐑥𐑩𐑤	æbnɔːRməl	89	wiktionary	supplement	RRP				duplicate	
abnormal	NN1	GenAm	𐑨𐑚𐑯𐑹𐑥𐑩𐑤	ˌæbˈnɔːRməl	89	wiktionary	supplement	RRP				duplicate	
abnormal	NN1	RSSB	𐑨𐑚𐑯𐑹𐑥𐑩𐑤	æbnɔːRməl	89	wiktionary	supplement	RRP				duplicate	
abnormality	NN1	GenAm	𐑨𐑚𐑯𐑹𐑥𐑨𐑤𐑦𐑑𐑦	ˌæbˌnɔːRˈmælɪti	89	wiktionary	supplement	RRP				duplicate	
abnormality	NN1	RSSB	𐑨𐑚𐑯𐑹𐑥𐑨𐑤𐑦𐑑𐑦	æbnɔːRmælɪtɪ	89	wiktionary	supplement	RRP				duplicate	
abnormally	AV0	GenAm	𐑨𐑚𐑯𐑹𐑥𐑩𐑤𐑦	æbˈnɔːRməli	89	wordnet	supplement	RRP				duplicate	
abnormally	AV0	GenAm	𐑨𐑚𐑯𐑹𐑥𐑩𐑤𐑦	æbˈnɔːRməli	89	wiktionary	supplement	RRP				duplicate	
abo	AJ0	GenAm	𐑨𐑚𐑴	ˈæboʊ	89	wiktionary	supplement	RRP				duplicate	
abo	AJ0	RSSB	𐑨𐑚𐑴	ˈæbəʊ	89	wiktionary	supplement	RRP				duplicate	
abo	NN1	GenAm	𐑨𐑚𐑴	ˈæboʊ	89	wiktionary	supplement	RRP				duplicate	
abo	NN1	RSSB	𐑨𐑚𐑴	ˈæbəʊ	89	wiktionary	supplement	RRP				duplicate	
aboard	AV0	GenAm	𐑩𐑚𐑹𐑛	əˈbɔːRd	89	wordnet	supplement	RRP				duplicate	
aboard	AV0	GenAm	𐑩𐑚𐑹𐑛	əˈbɔːRd	89	wiktionary	supplement	RRP				duplicate	
aboard	AV0	RSSB	𐑩𐑚𐑹𐑛	əbɔːRd	89	wordnet	supplement	RRP				duplicate	
aboard	AV0	RSSB	𐑩𐑚𐑹𐑛	əbɔːRd	89	wiktionary	supplement	RRP				duplicate	
aboard	PRP	GenAm	𐑩𐑚𐑹𐑛	əˈbɔːRd	89	wiktionary	supplement	RRP				duplicate	
aboard	PRP	RSSB	𐑩𐑚𐑹𐑛	əbɔːRd	89	wiktionary	supplement	RRP				duplicate	
abode	NN1	GenAm	𐑩𐑚𐑴𐑛	əˈboʊd	89	wiktionary	supplement	RRP				duplicate	
abode	NN1	GenAm	𐑩𐑚𐑴𐑛	əˈboʊːd	89	wiktionary	supplement	RRP				duplicate	
abode	NN1	RSSB	𐑩𐑚𐑴𐑛	əˈbəʊd	89	wiktionary	supplement	RRP				duplicate	
abode	VVI	GenAm	𐑩𐑚𐑴𐑛	əˈboʊd	89	wiktionary	supplement	RRP				duplicate	
abode	VVI	GenAm	𐑩𐑚𐑴𐑛	əˈboʊːd	89	wiktionary	supplement	RRP				duplicate	
abode	VVI	RSSB	𐑩𐑚𐑴𐑛	əˈbəʊd	89	wiktionary	supplement	RRP				duplicate	
abolish	VVI	GenAm	𐑩𐑚𐑪𐑤𐑦𐑖	əˈbɒlɪʃ	89	wordnet	supplement	RRP				duplicate	
abolish	VVI	GenAm	𐑩𐑚𐑪𐑤𐑦𐑖	əˈbɒlɪʃ	89	wiktionary	supplement	RRP				duplicate	
abolish	VVI	RSSB	𐑩𐑚𐑪𐑤𐑦𐑖	əˈbɒlɪʃ	89	wordnet	supplement	RRP				duplicate	
abolish	VVI	RSSB	𐑩𐑚𐑪𐑤𐑦𐑖	əˈbɒlɪʃ	89	wiktionary	supplement	RRP				duplicate	
abolished	VVI	GenAm	𐑩𐑚𐑪𐑤𐑦𐑖𐑑	əˈbɒlɪʃt	89	wiktionary	supplement	RRP				duplicate	
abolished	VVI	RSSB	𐑩𐑚𐑪𐑤𐑦𐑖𐑑	əˈbɒlɪʃt	89	wiktionary	supplement	RRP				duplicate	
abolition	NN1	GenAm	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯	ˌæbəˈlɪʃən	89	wordnet	supplement	RRP				duplicate	
abolitionist	AJ0	GenAm	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑	ˌæbəˈlɪʃənɪst	89	wiktionary	supplement	RRP				duplicate	
abolitionist	AJ0	RSSB	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑	ˌæbəˈlɪʃənɪst	89	wiktionary	supplement	RRP				duplicate	
abolitionist	NN1	GenAm	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑	ˌæbəˈlɪʃənɪst	89	wordnet	supplement	RRP				duplicate	
abolitionist	NN1	GenAm	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑	ˌæbəˈlɪʃənɪst	89	wiktionary	supplement	RRP				duplicate	
abolitionist	NN1	RSSB	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑	ˌæbəˈlɪʃənɪst	89	wordnet	supplement	RRP				duplicate	
abolitionist	NN1	RSSB	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑	ˌæbəˈlɪʃənɪst	89	wiktionary	supplement	RRP				duplicate	
abolitionists	NN1	RSSB	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑𐑕	ˈæbəlɪʃənɪsts	89	wiktionary	supplement	RRP				duplicate	
abominate	AJ0	GenAm	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑑	əˈbɒmɪˌneɪt	89	wiktionary	supplement	RRP				duplicate	
abominate	VVI	GenAm	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑑	əˈbɒmɪˌneɪt	89	wiktionary	supplement	RRP				duplicate	
abomination	NN1	GenAm	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑖𐑩𐑯	əˌbɒmɪˈneɪʃən	89	wiktionary	supplement	RRP				duplicate	
