word,pos,var,shaw,ipa,verdict,shaw_override,pos_override,var_override,ipa_override,source,status,confidence,notes
abbot,NN1,RSSB,𐑨𐑚𐑩𐑑,ˈæbət,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abbreviate,VVI,RSSB,𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑,əbriːvieɪt,duplicate,,,,,wordnet,supplement,97,shave_agrees
abbreviate,VVI,RSSB,𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑,əbriːvieɪt,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abbreviated,AJ0,RSSB,𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑩𐑛,əbriːvieɪtƏd,duplicate,,,,,wordnet,supplement,97,shave_agrees
abbreviated,AJ0,RSSB,𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑩𐑛,əbriːvieɪtƏd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abbreviated,VVI,RSSB,𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑩𐑛,əbriːvieɪtƏd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abbreviation,NN1,RSSB,𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑖𐑩𐑯,əbriːvieɪʃən,duplicate,,,,,wordnet,supplement,97,shave_agrees
abbreviation,NN1,RSSB,𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑖𐑩𐑯,əbriːvieɪʃən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abdicate,VVI,RSSB,𐑨𐑚𐑛𐑦𐑒𐑱𐑑,ˈæbdɪˌkeɪt,duplicate,,,,,wordnet,supplement,97,shave_agrees
abdicate,VVI,RSSB,𐑨𐑚𐑛𐑦𐑒𐑱𐑑,ˈæbdɪˌkeɪt,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abdomen,NN1,GenAm,𐑨𐑚𐑛𐑩𐑥𐑩𐑯,ˈæbdəmən,duplicate,,,,,wordnet,supplement,97,shave_agrees
abdomen,NN1,GenAm,𐑨𐑚𐑛𐑩𐑥𐑩𐑯,ˈæbdəmən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abdomen,NN1,RSSB,𐑨𐑚𐑛𐑩𐑥𐑩𐑯,ˈæbdəmən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abduction,NN1,RSSB,𐑩𐑚𐑛𐑳𐑒𐑖𐑩𐑯,əbˈdʌkʃən,duplicate,,,,,wordnet,supplement,97,shave_agrees
abduction,NN1,RSSB,𐑩𐑚𐑛𐑳𐑒𐑖𐑩𐑯,əbˈdʌkʃən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
Abdul,NN1,GenAm,𐑨𐑚𐑛𐑫𐑤,æbˈdʊl,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑱𐑚𐑦𐑕𐑰𐑛𐑺𐑾𐑯
Abdul,NN1,RSSB,𐑨𐑚𐑛𐑫𐑤,ˈæbdʊl,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑨𐑚𐑼𐑒𐑮𐑪𐑥𐑚𐑦
Abdul,NP0,GenAm,𐑨𐑚𐑛𐑫𐑤,æbˈdʊl,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑱𐑚𐑦𐑕𐑰𐑛𐑺𐑾𐑯
Abdul,NP0,RSSB,𐑨𐑚𐑛𐑫𐑤,ˈæbdʊl,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑨𐑚𐑼𐑒𐑮𐑪𐑥𐑚𐑦
Abdullah,NP0,GenAm,𐑨𐑚𐑛𐑳𐑤𐑩,æbˈdʌlə,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑩𐑚𐑧𐑛𐑯𐑦𐑜𐑴
abeam,AJ0,RSSB,𐑩𐑚𐑰𐑥,əˈbiːm,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abeam,AV0,RSSB,𐑩𐑚𐑰𐑥,əˈbiːm,duplicate,,,,,wordnet,supplement,97,shave_agrees
abeam,AV0,RSSB,𐑩𐑚𐑰𐑥,əˈbiːm,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abeam,PRP,RSSB,𐑩𐑚𐑰𐑥,əˈbiːm,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abed,AV0,GenAm,𐑩𐑚𐑧𐑛,əˈbed,duplicate,,,,,wordnet,supplement,97,shave_agrees
abed,AV0,GenAm,𐑩𐑚𐑧𐑛,əˈbed,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abed,AV0,RSSB,𐑩𐑚𐑧𐑛,əˈbed,duplicate,,,,,wiktionary,supplement,97,shave_agrees
aberdeen,NN1,RSSB,𐑨𐑚𐑼𐑛𐑰𐑯,æbəRdiːn,duplicate,,,,,wordnet,supplement,97,shave_agrees
Aberdeen,NN1,RSSB,𐑨𐑚𐑼𐑛𐑰𐑯,æbəRdiːn,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑨𐑚𐑦𐑑𐑼
Aberdeen,NP0,RSSB,𐑨𐑚𐑼𐑛𐑰𐑯,æbəRdiːn,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑨𐑚𐑦𐑑𐑼
aberration,NN1,GenAm,𐑨𐑚𐑼𐑱𐑖𐑩𐑯,ˌæbəˈreɪʃən,duplicate,,,,,wordnet,supplement,95,"r_gap:spelling=2,ipa=1; shave_agrees"
aberration,NN1,GenAm,𐑨𐑚𐑼𐑱𐑖𐑩𐑯,ˌæbəˈreɪʃən,duplicate,,,,,wiktionary,supplement,95,"r_gap:spelling=2,ipa=1; shave_agrees"
abet,VVI,RSSB,𐑩𐑚𐑧𐑑,əˈbet,duplicate,,,,,wordnet,supplement,97,shave_agrees
abeyance,NN1,RSSB,𐑩𐑚𐑱𐑩𐑯𐑕,əˈbeɪəns,duplicate,,,,,wordnet,supplement,97,shave_agrees
abhor,VVI,GenAm,𐑩𐑚𐑣𐑹,əbˈhɔːR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abhor,VVI,RSSB,𐑩𐑚𐑣𐑹,əbhɔːR,duplicate,,,,,wordnet,supplement,97,shave_agrees
abhor,VVI,RSSB,𐑩𐑚𐑣𐑹,əbhɔːR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abhorred,AJ0,GenAm,𐑩𐑚𐑣𐑹𐑛,əbˈhɔːRd,duplicate,,,,,wiktionary,supplement,95,"r_gap:spelling=2,ipa=1; shave_agrees"
abhorred,AJ0,RSSB,𐑩𐑚𐑣𐑹𐑛,əbhɔːRd,duplicate,,,,,wiktionary,supplement,95,"r_gap:spelling=2,ipa=1; shave_agrees"
abhorred,VVI,GenAm,𐑩𐑚𐑣𐑹𐑛,əbˈhɔːRd,duplicate,,,,,wiktionary,supplement,95,"r_gap:spelling=2,ipa=1; shave_agrees"
abhorred,VVI,RSSB,𐑩𐑚𐑣𐑹𐑛,əbhɔːRd,duplicate,,,,,wiktionary,supplement,95,"r_gap:spelling=2,ipa=1; shave_agrees"
abhorrence,NN1,RSSB,𐑩𐑚𐑣𐑪𐑮𐑩𐑯𐑕,əbhɒrəns,duplicate,,,,,wordnet,supplement,95,"r_gap:spelling=2,ipa=1; shave_agrees"
abhorrent,AJ0,RSSB,𐑩𐑚𐑣𐑪𐑮𐑩𐑯𐑑,əbhɒrənt,duplicate,,,,,wiktionary,supplement,95,"r_gap:spelling=2,ipa=1; shave_agrees"
abide,VVI,GenAm,𐑩𐑚𐑲𐑛,əˈbaɪd,duplicate,,,,,wordnet,supplement,97,shave_agrees
abide,VVI,GenAm,𐑩𐑚𐑲𐑛,əˈbaɪd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abide,VVI,RSSB,𐑩𐑚𐑲𐑛,əˈbaɪd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abided,VVI,GenAm,𐑩𐑚𐑲𐑛𐑩𐑛,əˈbaɪdəd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abided,VVI,RSSB,𐑩𐑚𐑲𐑛𐑩𐑛,əˈbaɪdəd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abiding,AJ0,GenAm,𐑩𐑚𐑲𐑛𐑦𐑙,əˈbaɪdɪŋ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abiding,NN1,GenAm,𐑩𐑚𐑲𐑛𐑦𐑙,əˈbaɪdɪŋ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abiding,VVI,GenAm,𐑩𐑚𐑲𐑛𐑦𐑙,əˈbaɪdɪŋ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
Abingdon,NP0,GenAm,𐑨𐑚𐑦𐑙𐑛𐑩𐑯,ˈæbɪŋdən,duplicate,,,,,wiktionary,supplement,89,shave_says:𐑱𐑚𐑲𐑐𐑴𐑯𐑟
abject,AJ0,GenAm,𐑨𐑚𐑡𐑧𐑒𐑑,ˈæbˌdʒekt,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abject,AJ0,RSSB,𐑨𐑚𐑡𐑧𐑒𐑑,æbˈdʒekt,duplicate,,,,,wordnet,supplement,97,shave_agrees
abject,AJ0,RSSB,𐑨𐑚𐑡𐑧𐑒𐑑,ˈæbdʒekt,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abject,NN1,GenAm,𐑨𐑚𐑡𐑧𐑒𐑑,ˈæbˌdʒekt,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abject,NN1,RSSB,𐑨𐑚𐑡𐑧𐑒𐑑,ˈæbdʒekt,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abjection,NN1,RSSB,𐑨𐑚𐑡𐑧𐑒𐑖𐑩𐑯,æbˈdʒekʃən,duplicate,,,,,wordnet,supplement,97,shave_agrees
abjectly,AV0,GenAm,𐑨𐑚𐑡𐑧𐑒𐑑𐑤𐑦,æbˈdʒektli,duplicate,,,,,wordnet,supplement,97,shave_agrees
abjectly,AV0,GenAm,𐑨𐑚𐑡𐑧𐑒𐑑𐑤𐑦,æbˈdʒektli,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abjectly,AV0,RSSB,𐑨𐑚𐑡𐑧𐑒𐑑𐑤𐑦,æbˈdʒektli,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abjectly,AV0,RSSB,𐑨𐑚𐑡𐑧𐑒𐑑𐑤𐑦,ˈæbdʒektli,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abjuration,NN1,GenAm,𐑨𐑚𐑡𐑼𐑱𐑖𐑩𐑯,ˌæbdʒəˈreɪʃən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abjured,AJ0,RSSB,𐑩𐑚𐑡𐑫𐑼𐑛,əbdʒʊəRd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abjured,VVI,RSSB,𐑩𐑚𐑡𐑫𐑼𐑛,əbdʒʊəRd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abjures,VVI,RSSB,𐑩𐑚𐑡𐑫𐑼𐑟,əbdʒʊəRz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
ablative,AJ0,GenAm,𐑨𐑚𐑤𐑩𐑑𐑦𐑝,ˈæblətɪv,duplicate,,,,,wordnet,supplement,97,shave_agrees
ablative,AJ0,GenAm,𐑨𐑚𐑤𐑩𐑑𐑦𐑝,ˈæblətɪv,duplicate,,,,,wiktionary,supplement,97,shave_agrees
ablative,NN1,GenAm,𐑨𐑚𐑤𐑩𐑑𐑦𐑝,ˈæblətɪv,duplicate,,,,,wordnet,supplement,97,shave_agrees
ablative,NN1,GenAm,𐑨𐑚𐑤𐑩𐑑𐑦𐑝,ˈæblətɪv,duplicate,,,,,wiktionary,supplement,97,shave_agrees
ablaut,NN1,GenAm,𐑨𐑚𐑤𐑬𐑑,ˈæbˌlaʊt,duplicate,,,,,wiktionary,supplement,97,shave_agrees
ablaut,VVI,GenAm,𐑨𐑚𐑤𐑬𐑑,ˈæbˌlaʊt,duplicate,,,,,wiktionary,supplement,97,shave_agrees
ablaze,AJ0,GenAm,𐑩𐑚𐑤𐑱𐑟,əˈbleɪz,duplicate,,,,,wordnet,supplement,97,shave_agrees
ablaze,AJ0,GenAm,𐑩𐑚𐑤𐑱𐑟,əˈbleɪz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
ablaze,AV0,GenAm,𐑩𐑚𐑤𐑱𐑟,əˈbleɪz,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abler,AJ0,GenAm,𐑱𐑚𐑤𐑼,ˈeɪbləR,duplicate,,,,,wiktionary,supplement,97,shave_agrees
ablest,AJ0,GenAm,𐑱𐑚𐑤𐑩𐑕𐑑,ˈeɪbləst,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abloom,AJ0,GenAm,𐑩𐑚𐑤𐑵𐑥,əˈbluːm,duplicate,,,,,wordnet,supplement,97,shave_agrees
abloom,AJ0,GenAm,𐑩𐑚𐑤𐑵𐑥,əˈbluːm,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abloom,AV0,GenAm,𐑩𐑚𐑤𐑵𐑥,əˈbluːm,duplicate,,,,,wiktionary,supplement,97,shave_agrees
ablute,VVI,RSSB,𐑩𐑚𐑤𐑵𐑑,əˈbluːt,duplicate,,,,,wiktionary,supplement,97,shave_agrees
ablution,NN1,RSSB,𐑩𐑚𐑤𐑵𐑖𐑩𐑯,əˈbluːʃən,duplicate,,,,,wordnet,supplement,97,shave_agrees
ablution,NN1,RSSB,𐑩𐑚𐑤𐑵𐑖𐑩𐑯,əˈbluːʃən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
ably,AV0,GenAm,𐑱𐑚𐑤𐑦,ˈeɪbli,duplicate,,,,,wordnet,supplement,97,shave_agrees
ably,AV0,GenAm,𐑱𐑚𐑤𐑦,ˈeɪbli,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abnegation,NN1,GenAm,𐑨𐑚𐑯𐑦𐑜𐑱𐑖𐑩𐑯,ˌæbnɪˈɡeɪʃən,duplicate,,,,,wordnet,supplement,97,shave_agrees
abnegation,NN1,RSSB,𐑨𐑚𐑯𐑦𐑜𐑱𐑖𐑩𐑯,ˌæbnɪˈɡeɪʃən,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abnormal,AJ0,GenAm,𐑨𐑚𐑯𐑹𐑥𐑩𐑤,ˈæbˌnɔːRməl,duplicate,,,,,wordnet,supplement,97,shave_agrees
abnormal,AJ0,GenAm,𐑨𐑚𐑯𐑹𐑥𐑩𐑤,ˌæbˈnɔːRməl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abnormal,AJ0,RSSB,𐑨𐑚𐑯𐑹𐑥𐑩𐑤,æbnɔːRməl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abnormal,NN1,GenAm,𐑨𐑚𐑯𐑹𐑥𐑩𐑤,ˌæbˈnɔːRməl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abnormal,NN1,RSSB,𐑨𐑚𐑯𐑹𐑥𐑩𐑤,æbnɔːRməl,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abnormality,NN1,GenAm,𐑨𐑚𐑯𐑹𐑥𐑨𐑤𐑦𐑑𐑦,ˌæbˌnɔːRˈmælɪti,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abnormality,NN1,RSSB,𐑨𐑚𐑯𐑹𐑥𐑨𐑤𐑦𐑑𐑦,æbnɔːRmælɪtɪ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abnormally,AV0,GenAm,𐑨𐑚𐑯𐑹𐑥𐑩𐑤𐑦,æbˈnɔːRməli,duplicate,,,,,wordnet,supplement,97,shave_agrees
abnormally,AV0,GenAm,𐑨𐑚𐑯𐑹𐑥𐑩𐑤𐑦,æbˈnɔːRməli,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abo,AJ0,GenAm,𐑨𐑚𐑴,ˈæboʊ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abo,AJ0,RSSB,𐑨𐑚𐑴,ˈæbəʊ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abo,NN1,GenAm,𐑨𐑚𐑴,ˈæboʊ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abo,NN1,RSSB,𐑨𐑚𐑴,ˈæbəʊ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
aboard,AV0,GenAm,𐑩𐑚𐑹𐑛,əˈbɔːRd,duplicate,,,,,wordnet,supplement,97,shave_agrees
aboard,AV0,GenAm,𐑩𐑚𐑹𐑛,əˈbɔːRd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
aboard,AV0,RSSB,𐑩𐑚𐑹𐑛,əbɔːRd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
aboard,PRP,GenAm,𐑩𐑚𐑹𐑛,əˈbɔːRd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
aboard,PRP,RSSB,𐑩𐑚𐑹𐑛,əbɔːRd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abode,NN1,GenAm,𐑩𐑚𐑴𐑛,əˈboʊd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abode,NN1,GenAm,𐑩𐑚𐑴𐑛,əˈboʊːd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abode,NN1,RSSB,𐑩𐑚𐑴𐑛,əˈbəʊd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abode,VVI,GenAm,𐑩𐑚𐑴𐑛,əˈboʊd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abode,VVI,GenAm,𐑩𐑚𐑴𐑛,əˈboʊːd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abode,VVI,RSSB,𐑩𐑚𐑴𐑛,əˈbəʊd,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abolish,VVI,GenAm,𐑩𐑚𐑪𐑤𐑦𐑖,əˈbɒlɪʃ,duplicate,,,,,wordnet,supplement,97,shave_agrees
abolish,VVI,GenAm,𐑩𐑚𐑪𐑤𐑦𐑖,əˈbɒlɪʃ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abolish,VVI,RSSB,𐑩𐑚𐑪𐑤𐑦𐑖,əˈbɒlɪʃ,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abolished,VVI,GenAm,𐑩𐑚𐑪𐑤𐑦𐑖𐑑,əˈbɒlɪʃt,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abolished,VVI,RSSB,𐑩𐑚𐑪𐑤𐑦𐑖𐑑,əˈbɒlɪʃt,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abolition,NN1,GenAm,𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯,ˌæbəˈlɪʃən,duplicate,,,,,wordnet,supplement,97,shave_agrees
abolitionist,AJ0,GenAm,𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑,ˌæbəˈlɪʃənɪst,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abolitionist,AJ0,RSSB,𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑,ˌæbəˈlɪʃənɪst,duplicate,,,,,wiktionary,supplement,97,shave_agrees
abolitionist,NN1,GenAm,𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑,ˌæbəˈlɪʃənɪst,duplicate,,,,,wordnet,supplement,97,shave_agrees
