word	pos	var	shaw	ipa	verdict	shaw_override	pos_override	var_override	ipa_override	source	status	confidence	notes
a la carte	AV0	RRP	𐑭 𐑤𐑭 𐑒𐑸𐑑	ˌɑː lɑː ˈkɑːRt	RRP					readlex	readlex	100	
a la mode	AV0	RRP	𐑭 𐑤𐑭 𐑥𐑴𐑛	ˌɑː lɑː ˈməʊd	RRP					readlex	readlex	100	
a little	AV0	RRP	𐑩 𐑤𐑦𐑑𐑩𐑤	ə ˈlɪtəl	RRP					readlex	readlex	100	
a little more	AV0	RRP	𐑩 𐑤𐑦𐑑𐑩𐑤 𐑥𐑹	ə ˈlɪtəl mɔːR	RRP					readlex	readlex	100	
a lot	AV0	RRP	𐑩 𐑤𐑪𐑑	ə ˈlɒt	RRP					readlex	readlex	100	
a posteriori	AJ0	RRP	𐑱 𐑐𐑪𐑕𐑑𐑧𐑮𐑦𐑹𐑲	ˌeɪ ˌpɒsterɪˈɔːraɪ	RRP					readlex	readlex	100	
a posteriori	AV0	RRP	𐑱 𐑐𐑪𐑕𐑑𐑧𐑮𐑦𐑹𐑲	ˌeɪ ˌpɒsterɪˈɔːraɪ	RRP					readlex	readlex	100	
a priori	AJ0	RRP	𐑱 𐑐𐑮𐑲𐑹𐑲	ˌeɪ ˌpraɪˈɔːraɪ	RRP					readlex	readlex	100	
a priori	AV0	RRP	𐑱 𐑐𐑮𐑲𐑹𐑲	ˌeɪ ˌpraɪˈɔːraɪ	RRP					readlex	readlex	100	
a propos	AV0	RRP	𐑨 𐑐𐑮𐑩𐑐𐑴	ˌæ prəˈpəʊ	RRP					readlex	readlex	100	
a's	ZZ0	RRP	𐑱𐑟	eɪz	RRP					readlex	readlex	100	
a-bomb	NN1	RRP	𐑱-𐑚𐑪𐑥	ˈeɪ-bɒm	RRP					readlex	readlex	100	
a-bombs	NN2	RRP	𐑱-𐑚𐑪𐑥𐑟	ˈeɪ-bɒmz	RRP					readlex	readlex	100	
a-level	NN1	RRP	𐑱-𐑤𐑧𐑝𐑩𐑤	ˈeɪ-levəl	RRP					readlex	readlex	100	
a-levels	NN2	RRP	𐑱-𐑤𐑧𐑝𐑩𐑤𐑟	ˈeɪ-levəlz	RRP					readlex	readlex	100	
aa	NP0	RRP	𐑱𐑱	ˈeɪeɪ	RRP					readlex	readlex	100	
aachen	NP0	RRP	𐑭𐑒𐑩𐑯	ˈɑːkən	RRP					readlex	readlex	100	
aardvark	NN1	RRP	𐑸𐑛𐑝𐑸𐑒	ˈɑːRdvɑːRk	RRP					readlex	readlex	100	
aardvarks	NN2	RRP	𐑸𐑛𐑝𐑸𐑒𐑕	ˈɑːRdvɑːRks	RRP					readlex	readlex	100	
aarhorn	NP0	RRP	𐑸𐑣𐑹𐑯	ˈɑːRhɔːRn	RRP					readlex	readlex	100	
aarhus	NP0	RRP	𐑸𐑣𐑫𐑕	ˈɑːRhʊs	RRP					readlex	readlex	100	
ab initio	AV0	RRP	𐑨𐑚 𐑦𐑯𐑦𐑖𐑦𐑴	ˌæb ɪˈnɪʃiəʊ	RRP					readlex	readlex	100	
abaci	NN2	RRP	𐑨𐑚𐑩𐑕𐑲	ˈæbəsaɪ	RRP					readlex	readlex	100	
aback	AV0	RRP	𐑩𐑚𐑨𐑒	əˈbæk	RRP					readlex	readlex	100	
abacus	NN1	RRP	𐑨𐑚𐑩𐑒𐑩𐑕	ˈæbəkəs	RRP					readlex	readlex	100	
abacuses	NN2	RRP	𐑨𐑚𐑩𐑒𐑩𐑕𐑩𐑟	ˈæbəkəsƏz	RRP					readlex	readlex	100	
abaft	AV0	RRP	𐑩𐑚𐑭𐑓𐑑	əˈbⱭːft	RRP					readlex	readlex	100	
abaft	AV0	TrapBath	𐑩𐑚𐑨𐑓𐑑	əˈbÆft	TrapBath					readlex	readlex	100	
abaft	PRP	RRP	𐑩𐑚𐑭𐑓𐑑	əˈbⱭːft	RRP					readlex	readlex	100	
abaft	PRP	TrapBath	𐑩𐑚𐑨𐑓𐑑	əˈbÆft	TrapBath					readlex	readlex	100	
abandon	NN1	RRP	𐑩𐑚𐑨𐑯𐑛𐑩𐑯	əˈbændən	RRP					readlex	readlex	100	
abandon	VVB	RRP	𐑩𐑚𐑨𐑯𐑛𐑩𐑯	əˈbændən	RRP					readlex	readlex	100	
abandon	VVI	RRP	𐑩𐑚𐑨𐑯𐑛𐑩𐑯	əˈbændən	RRP					readlex	readlex	100	
abandoned	AJ0	RRP	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑛	əˈbændənd	RRP					readlex	readlex	100	
abandoned	VVD	RRP	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑛	əˈbændənd	RRP					readlex	readlex	100	
abandoned	VVN	RRP	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑛	əˈbændənd	RRP					readlex	readlex	100	
abandoning	VVG	RRP	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑦𐑙	əˈbændənɪŋ	RRP					readlex	readlex	100	
abandonment	NN1	RRP	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑥𐑩𐑯𐑑	əˈbændənmənt	RRP					readlex	readlex	100	
abandons	VVZ	RRP	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑟	əˈbændənz	RRP					readlex	readlex	100	
abase	VVB	RRP	𐑩𐑚𐑱𐑕	əˈbeɪs	RRP					readlex	readlex	100	
abase	VVI	RRP	𐑩𐑚𐑱𐑕	əˈbeɪs	RRP					readlex	readlex	100	
abased	AJ0	RRP	𐑩𐑚𐑱𐑕𐑑	əˈbeɪst	RRP					readlex	readlex	100	
abased	VVD	RRP	𐑩𐑚𐑱𐑕𐑑	əˈbeɪst	RRP					readlex	readlex	100	
abased	VVN	RRP	𐑩𐑚𐑱𐑕𐑑	əˈbeɪst	RRP					readlex	readlex	100	
abasement	NN1	RRP	𐑩𐑚𐑱𐑕𐑥𐑩𐑯𐑑	əˈbeɪsmənt	RRP					readlex	readlex	100	
abases	VVZ	RRP	𐑩𐑚𐑱𐑕𐑩𐑟	əˈbeɪsƏz	RRP					readlex	readlex	100	
abash	VVB	RRP	𐑩𐑚𐑨𐑖	əˈbæʃ	RRP					readlex	readlex	100	
abash	VVI	RRP	𐑩𐑚𐑨𐑖	əˈbæʃ	RRP					readlex	readlex	100	
abashed	AJ0	RRP	𐑩𐑚𐑨𐑖𐑑	əˈbæʃt	RRP					readlex	readlex	100	
abashed	VVD	RRP	𐑩𐑚𐑨𐑖𐑑	əˈbæʃt	RRP					readlex	readlex	100	
abashed	VVN	RRP	𐑩𐑚𐑨𐑖𐑑	əˈbæʃt	RRP					readlex	readlex	100	
abashes	VVZ	RRP	𐑩𐑚𐑨𐑖𐑩𐑟	əˈbæʃƏz	RRP					readlex	readlex	100	
abashing	VVG	RRP	𐑩𐑚𐑨𐑖𐑦𐑙	əˈbæʃɪŋ	RRP					readlex	readlex	100	
abasing	VVG	RRP	𐑩𐑚𐑱𐑕𐑦𐑙	əˈbeɪsɪŋ	RRP					readlex	readlex	100	
abate	VVB	RRP	𐑩𐑚𐑱𐑑	əˈbeɪt	RRP					readlex	readlex	100	
abate	VVI	RRP	𐑩𐑚𐑱𐑑	əˈbeɪt	RRP					readlex	readlex	100	
abated	VVD	RRP	𐑩𐑚𐑱𐑑𐑩𐑛	əˈbeɪtƏd	RRP					readlex	readlex	100	
abated	VVN	RRP	𐑩𐑚𐑱𐑑𐑩𐑛	əˈbeɪtƏd	RRP					readlex	readlex	100	
abatement	NN1	RRP	𐑩𐑚𐑱𐑑𐑥𐑩𐑯𐑑	əˈbeɪtmənt	RRP					readlex	readlex	100	
abates	VVZ	RRP	𐑩𐑚𐑱𐑑𐑕	əˈbeɪts	RRP					readlex	readlex	100	
abating	AJ0	RRP	𐑩𐑚𐑱𐑑𐑦𐑙	əˈbeɪtɪŋ	RRP					readlex	readlex	100	
abating	VVG	RRP	𐑩𐑚𐑱𐑑𐑦𐑙	əˈbeɪtɪŋ	RRP					readlex	readlex	100	
abattoir	NN1	RRP	𐑨𐑚𐑩𐑑𐑢𐑸	ˈæbətwɑːR	RRP					readlex	readlex	100	
abattoirs	NN2	RRP	𐑨𐑚𐑩𐑑𐑢𐑸𐑟	ˈæbətwɑːRz	RRP					readlex	readlex	100	
abbe	NN1	RRP	𐑨𐑚𐑱	ˈæbeɪ	RRP					readlex	readlex	100	
abbes	NN2	RRP	𐑨𐑚𐑱𐑟	ˈæbeɪz	RRP					readlex	readlex	100	
abbess	NN1	RRP	𐑨𐑚𐑧𐑕	ˈæbes	RRP					readlex	readlex	100	
abbesses	NN2	RRP	𐑨𐑚𐑧𐑕𐑩𐑟	ˈæbesƏz	RRP					readlex	readlex	100	
abbey	NN1	RRP	𐑨𐑚𐑦	ˈæbi	RRP					readlex	readlex	100	
abbeys	NN2	RRP	𐑨𐑚𐑦𐑟	ˈæbiz	RRP					readlex	readlex	100	
abbot	NN1	RRP	𐑨𐑚𐑩𐑑	ˈæbət	RRP					readlex	readlex	100	
abbot	NP0	RRP	𐑨𐑚𐑩𐑑	ˈæbət	RRP					readlex	readlex	100	
abbots	NN2	RRP	𐑨𐑚𐑩𐑑𐑕	ˈæbəts	RRP					readlex	readlex	100	
abbott	NP0	RRP	𐑨𐑚𐑩𐑑	ˈæbət	RRP					readlex	readlex	100	
abbreviate	VVB	RRP	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑	əˈbriːvieɪt	RRP					readlex	readlex	100	
abbreviate	VVI	RRP	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑	əˈbriːvieɪt	RRP					readlex	readlex	100	
abbreviated	AJ0	RRP	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑩𐑛	əˈbriːvieɪtƏd	RRP					readlex	readlex	100	
abbreviated	VVD	RRP	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑩𐑛	əˈbriːvieɪtƏd	RRP					readlex	readlex	100	
abbreviated	VVN	RRP	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑩𐑛	əˈbriːvieɪtƏd	RRP					readlex	readlex	100	
abbreviates	VVZ	RRP	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑕	əˈbriːvieɪts	RRP					readlex	readlex	100	
abbreviating	VVG	RRP	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑦𐑙	əˈbriːvieɪtɪŋ	RRP					readlex	readlex	100	
abbreviation	NN0	RRP	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑖𐑩𐑯	əˌbriːvɪˈeɪʃən	RRP					readlex	readlex	100	
abbreviation	NN1	RRP	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑖𐑩𐑯	əˌbriːvɪˈeɪʃən	RRP					readlex	readlex	100	
abbreviations	NN2	RRP	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑖𐑩𐑯𐑟	əˌbriːvɪˈeɪʃənz	RRP					readlex	readlex	100	
abc	NN1	RRP	𐑱𐑚𐑰𐑕𐑰	ˌeɪˌbiːˈsiː	RRP					readlex	readlex	100	
abc	NP0	RRP	𐑱𐑚𐑰𐑕𐑰	ˌeɪˌbiːˈsiː	RRP					readlex	readlex	100	
abcs	NN2	RRP	𐑱𐑚𐑰𐑕𐑰𐑟	ˌeɪˌbiːˈsiːz	RRP					readlex	readlex	100	
abcs	NP0	RRP	𐑱𐑚𐑰𐑕𐑰𐑟	ˌeɪˌbiːˈsiːz	RRP					readlex	readlex	100	
abdicate	VVB	RRP	𐑨𐑚𐑛𐑦𐑒𐑱𐑑	ˈæbdɪkeɪt	RRP					readlex	readlex	100	
abdicate	VVI	RRP	𐑨𐑚𐑛𐑦𐑒𐑱𐑑	ˈæbdɪkeɪt	RRP					readlex	readlex	100	
abdicated	AJ0	RRP	𐑨𐑚𐑛𐑦𐑒𐑱𐑑𐑩𐑛	ˈæbdɪkeɪtƏd	RRP					readlex	readlex	100	
abdicated	VVD	RRP	𐑨𐑚𐑛𐑦𐑒𐑱𐑑𐑩𐑛	ˈæbdɪkeɪtƏd	RRP					readlex	readlex	100	
abdicated	VVN	RRP	𐑨𐑚𐑛𐑦𐑒𐑱𐑑𐑩𐑛	ˈæbdɪkeɪtƏd	RRP					readlex	readlex	100	
abdicates	VVZ	RRP	𐑨𐑚𐑛𐑦𐑒𐑱𐑑𐑕	ˈæbdɪkeɪts	RRP					readlex	readlex	100	
abdicating	VVG	RRP	𐑨𐑚𐑛𐑦𐑒𐑱𐑑𐑦𐑙	ˈæbdɪkeɪtɪŋ	RRP					readlex	readlex	100	
abdication	NN1	RRP	𐑨𐑚𐑛𐑦𐑒𐑱𐑖𐑩𐑯	ˌæbdɪˈkeɪʃən	RRP					readlex	readlex	100	
abdications	NN2	RRP	𐑨𐑚𐑛𐑦𐑒𐑱𐑖𐑩𐑯𐑟	ˌæbdɪˈkeɪʃənz	RRP					readlex	readlex	100	
abdomen	NN1	RRP	𐑨𐑚𐑛𐑩𐑥𐑩𐑯	ˈæbdəmən	RRP					readlex	readlex	100	
abdomens	NN2	RRP	𐑨𐑚𐑛𐑩𐑥𐑩𐑯𐑟	ˈæbdəmənz	RRP					readlex	readlex	100	
abdominal	AJ0	RRP	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤	æbˈdɒmɪnəl	RRP					readlex	readlex	100	
abduct	VVB	RRP	𐑩𐑚𐑛𐑳𐑒𐑑	əbˈdʌkt	RRP					readlex	readlex	100	
abduct	VVI	RRP	𐑩𐑚𐑛𐑳𐑒𐑑	əbˈdʌkt	RRP					readlex	readlex	100	
abducted	AJ0	RRP	𐑩𐑚𐑛𐑳𐑒𐑑𐑩𐑛	əbˈdʌktƏd	RRP					readlex	readlex	100	
abducted	VVD	RRP	𐑩𐑚𐑛𐑳𐑒𐑑𐑩𐑛	əbˈdʌktƏd	RRP					readlex	readlex	100	
abducted	VVN	RRP	𐑩𐑚𐑛𐑳𐑒𐑑𐑩𐑛	əbˈdʌktƏd	RRP					readlex	readlex	100	
abducting	VVG	RRP	𐑩𐑚𐑛𐑳𐑒𐑑𐑦𐑙	əbˈdʌktɪŋ	RRP					readlex	readlex	100	
abduction	NN1	RRP	𐑩𐑚𐑛𐑳𐑒𐑖𐑩𐑯	əbˈdʌkʃən	RRP					readlex	readlex	100	
abductions	NN2	RRP	𐑩𐑚𐑛𐑳𐑒𐑖𐑩𐑯𐑟	əbˈdʌkʃənz	RRP					readlex	readlex	100	
abducts	VVZ	RRP	𐑩𐑚𐑛𐑳𐑒𐑑𐑕	əbˈdʌkts	RRP					readlex	readlex	100	
abdul	NP0	RRP	𐑨𐑚𐑛𐑫𐑤	ˈæbdʊl	RRP					readlex	readlex	100	
abdullah	NP0	RRP	𐑨𐑚𐑛𐑳𐑤𐑩	æbˈdʌlə	RRP					readlex	readlex	100	
abe	NP0	RRP	𐑱𐑚	eɪb	RRP					readlex	readlex	100	
abeam	AV0	RRP	𐑩𐑚𐑰𐑥	əˈbiːm	RRP					readlex	readlex	100	
abed	AV0	RRP	𐑩𐑚𐑧𐑛	əˈbed	RRP					readlex	readlex	100	
abercarn	NP0	RRP	𐑨𐑚𐑼𐑒𐑸𐑯	ˌæbəRˈkɑːRn	RRP					readlex	readlex	100	
aberdare	NP0	RRP	𐑨𐑚𐑼𐑛𐑺	ˌæbəRˈdeəR	RRP					readlex	readlex	100	
aberdeen	NP0	RRP	𐑨𐑚𐑼𐑛𐑰𐑯	ˌæbəRˈdiːn	RRP					readlex	readlex	100	
abergavenny	NP0	RRP	𐑨𐑚𐑼𐑜𐑩𐑝𐑧𐑯𐑦	ˌæbəRɡəˈveni	RRP					readlex	readlex	100	
abergele	NP0	RRP	𐑨𐑚𐑼𐑜𐑧𐑤𐑦	ˌæbəRˈɡeli	RRP					readlex	readlex	100	
aberrant	AJ0	RRP	𐑨𐑚𐑧𐑮𐑩𐑯𐑑	æˈberənt	RRP					readlex	readlex	100	
aberration	NN1	RRP	𐑨𐑚𐑼𐑱𐑖𐑩𐑯	ˌæbəˈreɪʃən	RRP					readlex	readlex	100	
aberrations	NN2	RRP	𐑨𐑚𐑼𐑱𐑖𐑩𐑯𐑟	ˌæbəˈreɪʃənz	RRP					readlex	readlex	100	
abertillery	NP0	RRP	𐑨𐑚𐑼𐑑𐑦𐑤𐑺𐑦	ˌæbəRtɪˈleəri	RRP					readlex	readlex	100	
aberystwyth	NP0	RRP	𐑨𐑚𐑼𐑦𐑕𐑑𐑢𐑦𐑔	ˌæbəˈrɪstwɪθ	RRP					readlex	readlex	100	
abet	VVB	RRP	𐑩𐑚𐑧𐑑	əˈbet	RRP					readlex	readlex	100	
abet	VVI	RRP	𐑩𐑚𐑧𐑑	əˈbet	RRP					readlex	readlex	100	
abets	VVZ	RRP	𐑩𐑚𐑧𐑑𐑕	əˈbets	RRP					readlex	readlex	100	
abetted	VVD	RRP	𐑩𐑚𐑧𐑑𐑩𐑛	əˈbetƏd	RRP					readlex	readlex	100	
abetted	VVN	RRP	𐑩𐑚𐑧𐑑𐑩𐑛	əˈbetƏd	RRP					readlex	readlex	100	
abetting	VVG	RRP	𐑩𐑚𐑧𐑑𐑦𐑙	əˈbetɪŋ	RRP					readlex	readlex	100	
abeyance	NN1	RRP	𐑩𐑚𐑱𐑩𐑯𐑕	əˈbeɪəns	RRP					readlex	readlex	100	
abhor	VVB	RRP	𐑩𐑚𐑣𐑹	əbˈhɔːR	RRP					readlex	readlex	100	
abhor	VVI	RRP	𐑩𐑚𐑣𐑹	əbˈhɔːR	RRP					readlex	readlex	100	
abhorred	AJ0	RRP	𐑩𐑚𐑣𐑹𐑛	əbˈhɔːRd	RRP					readlex	readlex	100	
abhorred	VVD	RRP	𐑩𐑚𐑣𐑹𐑛	əbˈhɔːRd	RRP					readlex	readlex	100	
abhorred	VVN	RRP	𐑩𐑚𐑣𐑹𐑛	əbˈhɔːRd	RRP					readlex	readlex	100	
abhorrence	NN1	RRP	𐑩𐑚𐑣𐑪𐑮𐑩𐑯𐑕	əbˈhɒrəns	RRP					readlex	readlex	100	
abhorrent	AJ0	RRP	𐑩𐑚𐑣𐑪𐑮𐑩𐑯𐑑	əbˈhɒrənt	RRP					readlex	readlex	100	
abhorring	VVG	RRP	𐑩𐑚𐑣𐑹𐑦𐑙	əbˈhɔːrɪŋ	RRP					readlex	readlex	100	
abhors	VVZ	RRP	𐑩𐑚𐑣𐑹𐑟	əbˈhɔːRz	RRP					readlex	readlex	100	
abide	VVB	RRP	𐑩𐑚𐑲𐑛	əˈbaɪd	RRP					readlex	readlex	100	
abide	VVI	RRP	𐑩𐑚𐑲𐑛	əˈbaɪd	RRP					readlex	readlex	100	
abided	VVD	RRP	𐑩𐑚𐑲𐑛𐑩𐑛	əˈbaɪdƏd	RRP					readlex	readlex	100	
abided	VVN	RRP	𐑩𐑚𐑲𐑛𐑩𐑛	əˈbaɪdƏd	RRP					readlex	readlex	100	
abides	VVZ	RRP	𐑩𐑚𐑲𐑛𐑟	əˈbaɪdz	RRP					readlex	readlex	100	
abiding	AJ0	RRP	𐑩𐑚𐑲𐑛𐑦𐑙	əˈbaɪdɪŋ	RRP					readlex	readlex	100	
abiding	VVG	RRP	𐑩𐑚𐑲𐑛𐑦𐑙	əˈbaɪdɪŋ	RRP					readlex	readlex	100	
abilities	NN2	RRP	𐑩𐑚𐑦𐑤𐑦𐑑𐑦𐑟	əˈbɪlɪtiz	RRP					readlex	readlex	100	
ability	NN1	RRP	𐑩𐑚𐑦𐑤𐑦𐑑𐑦	əˈbɪlɪti	RRP					readlex	readlex	100	
abingdon	NP0	RRP	𐑨𐑚𐑦𐑙𐑛𐑩𐑯	ˈæbɪŋdən	RRP					readlex	readlex	100	
abject	AJ0	RRP	𐑨𐑚𐑡𐑧𐑒𐑑	ˈæbdʒekt	RRP					readlex	readlex	100	
abjection	NN1	RRP	𐑨𐑚𐑡𐑧𐑒𐑖𐑩𐑯	æbˈdʒekʃən	RRP					readlex	readlex	100	
abjections	NN2	RRP	𐑨𐑚𐑡𐑧𐑒𐑖𐑩𐑯𐑟	æbˈdʒekʃənz	RRP					readlex	readlex	100	
abjectly	AV0	RRP	𐑨𐑚𐑡𐑧𐑒𐑑𐑤𐑦	ˈæbdʒektli	RRP					readlex	readlex	100	
abjuration	NN1	RRP	𐑨𐑚𐑡𐑼𐑱𐑖𐑩𐑯	ˌæbdʒəˈreɪʃən	RRP					readlex	readlex	100	
abjurations	NN2	RRP	𐑨𐑚𐑡𐑼𐑱𐑖𐑩𐑯𐑟	ˌæbdʒəˈreɪʃənz	RRP					readlex	readlex	100	
abjure	VVB	RRP	𐑩𐑚𐑡𐑫𐑼	əbˈdʒʊəR	RRP					readlex	readlex	100	
abjure	VVI	RRP	𐑩𐑚𐑡𐑫𐑼	əbˈdʒʊəR	RRP					readlex	readlex	100	
abjured	VVD	RRP	𐑩𐑚𐑡𐑫𐑼𐑛	əbˈdʒʊəRd	RRP					readlex	readlex	100	
abjured	VVN	RRP	𐑩𐑚𐑡𐑫𐑼𐑛	əbˈdʒʊəRd	RRP					readlex	readlex	100	
abjures	VVZ	RRP	𐑩𐑚𐑡𐑫𐑼𐑟	əbˈdʒʊəRz	RRP					readlex	readlex	100	
abjuring	VVG	RRP	𐑩𐑚𐑡𐑫𐑼𐑦𐑙	əbˈdʒʊərɪŋ	RRP					readlex	readlex	100	
ablative	AJ0	RRP	𐑨𐑚𐑤𐑩𐑑𐑦𐑝	ˈæblətɪv	RRP					readlex	readlex	100	
ablative	NN1	RRP	𐑨𐑚𐑤𐑩𐑑𐑦𐑝	ˈæblətɪv	RRP					readlex	readlex	100	
ablatives	NN2	RRP	𐑨𐑚𐑤𐑩𐑑𐑦𐑝𐑟	ˈæblətɪvz	RRP					readlex	readlex	100	
ablaut	NN1	RRP	𐑨𐑚𐑤𐑬𐑑	ˈæblaʊt	RRP					readlex	readlex	100	
ablauts	NN2	RRP	𐑨𐑚𐑤𐑬𐑑𐑕	ˈæblaʊts	RRP					readlex	readlex	100	
ablaze	AJ0	RRP	𐑩𐑚𐑤𐑱𐑟	əˈbleɪz	RRP					readlex	readlex	100	
ablaze	AV0	RRP	𐑩𐑚𐑤𐑱𐑟	əˈbleɪz	RRP					readlex	readlex	100	
able	AJ0	RRP	𐑱𐑚𐑩𐑤	ˈeɪbəl	RRP					readlex	readlex	100	
able-bodied	AJ0	RRP	𐑱𐑚𐑩𐑤-𐑚𐑪𐑛𐑦𐑛	ˌeɪbəl-ˈbɒdid	RRP					readlex	readlex	100	
abler	AJC	RRP	𐑱𐑚𐑤𐑼	ˈeɪbləR	RRP					readlex	readlex	100	
ablest	AJS	RRP	𐑱𐑚𐑤𐑩𐑕𐑑	ˈeɪbləst	RRP					readlex	readlex	100	
abloom	AJ0	RRP	𐑩𐑚𐑤𐑵𐑥	əˈbluːm	RRP					readlex	readlex	100	
ablute	VVB	RRP	𐑩𐑚𐑤𐑵𐑑	əˈbluːt	RRP					readlex	readlex	100	
ablute	VVI	RRP	𐑩𐑚𐑤𐑵𐑑	əˈbluːt	RRP					readlex	readlex	100	
abluted	AJ0	RRP	𐑩𐑚𐑤𐑵𐑑𐑩𐑛	əˈbluːtƏd	RRP					readlex	readlex	100	
abluted	VVD	RRP	𐑩𐑚𐑤𐑵𐑑𐑩𐑛	əˈbluːtƏd	RRP					readlex	readlex	100	
abluted	VVN	RRP	𐑩𐑚𐑤𐑵𐑑𐑩𐑛	əˈbluːtƏd	RRP					readlex	readlex	100	
ablutes	VVZ	RRP	𐑩𐑚𐑤𐑵𐑑𐑕	əˈbluːts	RRP					readlex	readlex	100	
abluting	VVG	RRP	𐑩𐑚𐑤𐑵𐑑𐑦𐑙	əˈbluːtɪŋ	RRP					readlex	readlex	100	
ablution	NN1	RRP	𐑩𐑚𐑤𐑵𐑖𐑩𐑯	əˈbluːʃən	RRP					readlex	readlex	100	
ablutions	NN2	RRP	𐑩𐑚𐑤𐑵𐑖𐑩𐑯𐑟	əˈbluːʃənz	RRP					readlex	readlex	100	
ably	AV0	RRP	𐑱𐑚𐑤𐑦	ˈeɪbli	RRP					readlex	readlex	100	
abnegation	NN1	RRP	𐑨𐑚𐑯𐑦𐑜𐑱𐑖𐑩𐑯	ˌæbnɪˈɡeɪʃən	RRP					readlex	readlex	100	
abnormal	AJ0	RRP	𐑨𐑚𐑯𐑹𐑥𐑩𐑤	æbˈnɔːRməl	RRP					readlex	readlex	100	
abnormalities	NN2	RRP	𐑨𐑚𐑯𐑹𐑥𐑨𐑤𐑦𐑑𐑦𐑟	ˌæbnɔːRˈmælɪtiz	RRP					readlex	readlex	100	
abnormality	NN1	RRP	𐑨𐑚𐑯𐑹𐑥𐑨𐑤𐑦𐑑𐑦	ˌæbnɔːRˈmælɪti	RRP					readlex	readlex	100	
abnormally	AV0	RRP	𐑨𐑚𐑯𐑹𐑥𐑩𐑤𐑦	æbˈnɔːRməli	RRP					readlex	readlex	100	
abo	NN1	RRP	𐑨𐑚𐑴	ˈæbəʊ	RRP					readlex	readlex	100	
aboard	AV0	RRP	𐑩𐑚𐑹𐑛	əˈbɔːRd	RRP					readlex	readlex	100	
aboard	PRP	RRP	𐑩𐑚𐑹𐑛	əˈbɔːRd	RRP					readlex	readlex	100	
abode	NN1	RRP	𐑩𐑚𐑴𐑛	əˈbəʊd	RRP					readlex	readlex	100	
abode	VVD	RRP	𐑩𐑚𐑴𐑛	əˈbəʊd	RRP					readlex	readlex	100	
