word,pos,var,shaw,ipa,verdict,shaw_override,pos_override,var_override,ipa_override,source,status,confidence,notes
absorption dynamometer,NN1,GenAm,𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯 𐑛𐑲𐑯𐑩𐑥𐑪𐑥𐑦𐑑𐑼,əbˈsɔːRpʃən ˌdaɪnəˈmɒmɪtəR,drop,,,,,wiktionary,new,97,shave_agrees
absorption factor,NN1,GenAm,𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯 𐑓𐑨𐑒𐑑𐑼,əbˈsɔːRpʃən ˈfæktəR,drop,,,,,wiktionary,new,97,shave_agrees
absorption hygrometer,NN1,GenAm,𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯 𐑣𐑲𐑜𐑮𐑪𐑥𐑦𐑑𐑼,əbˈsɔːRpʃən haɪˈɡrɒmɪtəR,drop,,,,,wiktionary,new,97,shave_agrees
absorption line,NN1,GenAm,𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯 𐑤𐑲𐑯,əbˈsɔːRpʃən laɪn,drop,,,,,wiktionary,new,97,shave_agrees
absorption system,NN1,GenAm,𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯 𐑕𐑦𐑕𐑑𐑩𐑥,əbˈsɔːRpʃən ˈsɪstəm,drop,,,,,wiktionary,new,97,shave_agrees
abstract algebra,NN1,RSSB,𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑨𐑤𐑡𐑦𐑚𐑮𐑩,ˈæbˌstrækt ældʒɪbrə,drop,,,,,wiktionary,new,95,ml_disagrees:𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑨𐑤𐑡𐑩𐑚𐑮𐑩; shave_agrees
abstract art,NN1,GenAm,𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑸𐑑,ˈæbˌstrækt ɑːRt,drop,,,,,wiktionary,new,97,shave_agrees
abstract art,NN1,RSSB,𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑸𐑑,ˈæbˌstrækt ɑːrt,drop,,,,,wiktionary,new,97,shave_agrees
abstract music,NN1,RSSB,𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑥𐑿𐑟𐑦𐑒,æbˈstrækt ˈmjuːzɪk,drop,,,,,wiktionary,new,97,shave_agrees
abstract music,NN1,RSSB,𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑥𐑿𐑟𐑦𐑒,ˈæbˌstrækt ˈmjuːzɪk,drop,,,,,wiktionary,new,97,shave_agrees
abstract noun,NN1,GenAm,𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑯𐑬𐑯,ˈæbˌstrækt naʊn,drop,,,,,wiktionary,new,97,shave_agrees
abstract noun,NN1,RSSB,𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑯𐑬𐑯,ˈæbˌstrækt naʊn,drop,,,,,wiktionary,new,97,shave_agrees
abundant number,NN1,GenAm,𐑩𐑚𐑳𐑯𐑛𐑩𐑯𐑑 𐑯𐑳𐑥𐑚𐑼,əˈbʌndənt ˈnʌmbəR,drop,,,,,wiktionary,new,97,shave_agrees
abundant number,NN1,RSSB,𐑩𐑚𐑳𐑯𐑛𐑩𐑯𐑑 𐑯𐑳𐑥𐑚𐑼,əˈbʌndənt nʌmbəR,drop,,,,,wiktionary,new,97,shave_agrees
abyssal rock,NN1,GenAm,𐑩𐑚𐑦𐑕𐑩𐑤 𐑮𐑪𐑒,əˈbɪsəl rɒk,drop,,,,,wiktionary,new,97,shave_agrees
abyssal rock,NN1,RSSB,𐑩𐑚𐑦𐑕𐑩𐑤 𐑮𐑪𐑒,əˈbɪsəl rɒk,drop,,,,,wiktionary,new,97,shave_agrees
abyssal zone,NN1,GenAm,𐑩𐑚𐑦𐑕𐑩𐑤 𐑟𐑴𐑯,əˈbɪsəl zoʊn,drop,,,,,wiktionary,new,97,shave_agrees
abyssal zone,NN1,RSSB,𐑩𐑚𐑦𐑕𐑩𐑤 𐑟𐑴𐑯,əˈbɪsəl zəʊn,drop,,,,,wiktionary,new,97,shave_agrees
acacia gum,NN1,GenAm,𐑩𐑒𐑱𐑖𐑩 𐑜𐑳𐑥,əˈkeɪʃə ɡʌm,drop,,,,,wiktionary,new,97,shave_agrees
acacia gum,NN1,RSSB,𐑩𐑒𐑱𐑖𐑩 𐑜𐑳𐑥,əˈkeɪʃə ɡʌm,drop,,,,,wiktionary,new,97,shave_agrees
academic freedom,NN1,RSSB,𐑨𐑒𐑩𐑛𐑧𐑥𐑦𐑒 𐑓𐑮𐑰𐑛𐑩𐑥,ˌækəˈdemɪk friːdəm,drop,,,,,wiktionary,new,97,shave_agrees
academic quarter,NN1,GenAm,𐑨𐑒𐑩𐑛𐑧𐑥𐑦𐑒 𐑒𐑢𐑹𐑑𐑼,ˌækəˈdemɪk ˈkwɔːRtər,drop,,,,,wiktionary,new,97,shave_agrees
academic year,NN1,RSSB,𐑨𐑒𐑩𐑛𐑧𐑥𐑦𐑒 𐑘𐑽,ˌækəˈdemɪk jɪəR,drop,,,,,wiktionary,new,97,shave_agrees
academy blue,NN1,RSSB,𐑩𐑒𐑨𐑛𐑩𐑥𐑦 𐑚𐑤𐑵,əˈkædəmi bluː,drop,,,,,wiktionary,new,97,shave_agrees
accidental abortion,NN1,GenAm,𐑨𐑒𐑕𐑦𐑛𐑧𐑯𐑑𐑩𐑤 𐑩𐑚𐑹𐑖𐑩𐑯,ˌæksɪˈdentəl əˈbɔːRʃən,drop,,,,,wiktionary,new,97,shave_agrees
accusative cognate,NN1,RSSB,𐑩𐑒𐑿𐑟𐑩𐑑𐑦𐑝 𐑒𐑪𐑜𐑯𐑱𐑑,əˈkjuːzətɪv ˈkɒɡneɪt,drop,,,,,wiktionary,new,97,shave_agrees
act up,VVI,GenAm,𐑨𐑒𐑑 𐑳𐑐,ækt ˈʌp,drop,,,,,wiktionary,new,97,shave_agrees
act up,VVI,RSSB,𐑨𐑒𐑑 𐑳𐑐,ækt ˈʌp,drop,,,,,wiktionary,new,97,shave_agrees
actions speak louder than words,UNC,RSSB,𐑨𐑒𐑖𐑩𐑯𐑟 𐑕𐑐𐑰𐑒 𐑤𐑬𐑛𐑼 𐑞𐑨𐑯 𐑢𐑻𐑛𐑟,ˈakʃənz spiːk laʊdəR ˌðan wɜːRdz,drop,,,,,wiktionary,new,97,shave_agrees
actions speak louder than words,UNC,RSSB,𐑨𐑒𐑖𐑩𐑯𐑟 𐑕𐑐𐑰𐑒 𐑤𐑬𐑛𐑼 𐑞𐑨𐑯 𐑢𐑻𐑛𐑟,ˈækʃənz spiːk laʊdəR ˌðæn wɜːRdz,drop,,,,,wiktionary,new,97,shave_agrees
active shooter,NN1,GenAm,𐑨𐑒𐑑𐑦𐑝 𐑖𐑵𐑑𐑼,ˌæktɪv ˈʃuːtəR,drop,,,,,wiktionary,new,97,shave_agrees
acute abdomen,NN1,RSSB,𐑩𐑒𐑿𐑑 𐑨𐑚𐑛𐑩𐑥𐑩𐑯,əˈkjuːt ˈæbdəmən,drop,,,,,wiktionary,new,97,shave_agrees
additive inverse,NN1,RSSB,𐑨𐑛𐑦𐑑𐑦𐑝 𐑦𐑯𐑝𐑻𐑕,ˌædɪtɪv ɪnvɜːRs,drop,,,,,wiktionary,new,97,shave_agrees
after one's own heart,UNC,GenAm,𐑨𐑓𐑑𐑼 𐑢𐑳𐑯𐑟 𐑴𐑯 𐑣𐑸𐑑,ˈæftəR wʌnz oʊn ˈhɑːRt,drop,,,,,wiktionary,new,97,shave_agrees
after one's own soul,UNC,GenAm,𐑨𐑓𐑑𐑼 𐑢𐑳𐑯𐑟 𐑴𐑯 𐑕𐑴𐑤,ˈæftəR wʌnz oʊn ˈsoʊl,drop,,,,,wiktionary,new,97,shave_agrees
agent general,NN1,RSSB,𐑱𐑡𐑩𐑯𐑑 𐑡𐑧𐑯𐑼𐑩𐑤,ˌeɪdʒənt dʒenərəl,drop,,,,,wiktionary,new,97,shave_agrees
air conditioner,NN1,RSSB,𐑺 𐑒𐑩𐑯𐑛𐑦𐑖𐑩𐑯𐑼,eəR kəndɪʃənəR,drop,,,,,wiktionary,new,97,shave_agrees
air cover,NN1,RSSB,𐑺 𐑒𐑳𐑝𐑼,eəR kʌvəR,drop,,,,,wiktionary,new,97,shave_agrees
air mass,NN1,GenAm,𐑺 𐑥𐑨𐑕,eər mæs,drop,,,,,wiktionary,new,97,shave_agrees
air pressure,NN1,RSSB,𐑺 𐑐𐑮𐑧𐑖𐑼,eəR preʃəR,drop,,,,,wiktionary,new,97,shave_agrees
all hail,ITJ,RSSB,𐑷𐑤 𐑣𐑱𐑤,ˌɔːl ˈheɪl,drop,,,,,wiktionary,new,97,shave_agrees
all hail,NN1,RSSB,𐑷𐑤 𐑣𐑱𐑤,ˌɔːl ˈheɪl,drop,,,,,wiktionary,new,97,shave_agrees
aloe vera,NN1,RSSB,𐑨𐑤𐑴 𐑝𐑽𐑩,ˌæləʊ vɪərə,drop,,,,,wiktionary,new,97,shave_agrees
amniotic sac,NN1,GenAm,𐑨𐑥𐑯𐑦𐑪𐑑𐑦𐑒 𐑕𐑨𐑒,ˌæmniˌɒtɪk ˈsæk,drop,,,,,wiktionary,new,97,shave_agrees
an all,AV0,RSSB,𐑩𐑯 𐑷𐑤,ən ˈɔːl,drop,,,,,wiktionary,new,97,shave_agrees
ang moh,NN1,RSSB,𐑨𐑙 𐑥𐑴,ˌaŋ ˈməʊ,drop,,,,,wiktionary,new,97,shave_agrees
angle parking,NN1,GenAm,𐑨𐑙𐑜𐑩𐑤 𐑐𐑸𐑒𐑦𐑙,ˈæŋɡəl ˈpɑːRkɪŋ,drop,,,,,wiktionary,new,97,shave_agrees
angle parking,NN1,RSSB,𐑨𐑙𐑜𐑩𐑤 𐑐𐑸𐑒𐑦𐑙,ˈæŋɡəl pɑːRkɪŋ,drop,,,,,wiktionary,new,97,shave_agrees
ankle lock,NN1,RSSB,𐑨𐑙𐑒𐑩𐑤 𐑤𐑪𐑒,ˈaŋkəl ˌlɒk,drop,,,,,wiktionary,new,97,shave_agrees
ankle locks,NN1,RSSB,𐑨𐑙𐑒𐑩𐑤 𐑤𐑪𐑒𐑕,ˈaŋkəl ˌlɒks,drop,,,,,wiktionary,new,97,shave_agrees
antler moth,NN1,GenAm,𐑨𐑯𐑑𐑤𐑼 𐑥𐑪𐑔,ˈæntləR mɒθ,drop,,,,,wiktionary,new,97,shave_agrees
antler moth,NN1,RSSB,𐑨𐑯𐑑𐑤𐑼 𐑥𐑪𐑔,æntləR mɒθ,drop,,,,,wiktionary,new,97,shave_agrees
apple tree,NN1,RSSB,𐑨𐑐𐑩𐑤 𐑑𐑮𐑰,ˈæpəl triː,drop,,,,,wiktionary,new,97,shave_agrees
archaic smile,NN1,GenAm,𐑸𐑒𐑱𐑦𐑒 𐑕𐑥𐑲𐑤,ɑːRˌkeɪɪk ˈsmaɪl,drop,,,,,wiktionary,new,97,shave_agrees
archaic smile,NN1,RSSB,𐑸𐑒𐑱𐑦𐑒 𐑕𐑥𐑲𐑤,ɑːRkeɪɪk ˈsmaɪl,drop,,,,,wiktionary,new,97,shave_agrees
arctic fox,NN1,GenAm,𐑸𐑒𐑑𐑦𐑒 𐑓𐑪𐑒𐑕,ˈɑːRktɪk fɒks,drop,,,,,wiktionary,new,97,shave_agrees
arctic fox,NN1,RSSB,𐑸𐑒𐑑𐑦𐑒 𐑓𐑪𐑒𐑕,ɑːRktɪk fɒks,drop,,,,,wiktionary,new,97,shave_agrees
are you OK,UNC,GenAm,𐑸 𐑿 𐑴𐑒𐑱,ɑːR juː oʊˈkeɪ,drop,,,,,wiktionary,new,97,shave_agrees
are you OK,UNC,RSSB,𐑸 𐑿 𐑴𐑒𐑱,ɑːR juː əʊˈkeɪ,drop,,,,,wiktionary,new,97,shave_agrees
arm wrestling,NN1,GenAm,𐑸𐑥 𐑮𐑧𐑕𐑤𐑦𐑙,ˈɑːRm ˌreslɪŋ,drop,,,,,wiktionary,new,97,shave_agrees
arm wrestling,NN1,RSSB,𐑸𐑥 𐑮𐑧𐑕𐑤𐑦𐑙,ɑːRm ˌreslɪŋ,drop,,,,,wiktionary,new,97,shave_agrees
arm wrestling,VVI,GenAm,𐑸𐑥 𐑮𐑧𐑕𐑤𐑦𐑙,ˈɑːRm ˌreslɪŋ,drop,,,,,wiktionary,new,97,shave_agrees
arm wrestling,VVI,RSSB,𐑸𐑥 𐑮𐑧𐑕𐑤𐑦𐑙,ɑːRm ˌreslɪŋ,drop,,,,,wiktionary,new,97,shave_agrees
as ever,UNC,RSSB,𐑨𐑟 𐑧𐑝𐑼,æz evəR,drop,,,,,wiktionary,new,97,shave_agrees
as per,AV0,GenAm,𐑨𐑟 𐑐𐑻,ˌæz ˈpɜːR,drop,,,,,wiktionary,new,97,shave_agrees
as per,AV0,RSSB,𐑨𐑟 𐑐𐑻,ˌæz pɜːR,drop,,,,,wiktionary,new,97,shave_agrees
as per,PRP,GenAm,𐑨𐑟 𐑐𐑻,ˌæz ˈpɜːR,drop,,,,,wiktionary,new,97,shave_agrees
as per,PRP,RSSB,𐑨𐑟 𐑐𐑻,ˌæz pɜːR,drop,,,,,wiktionary,new,97,shave_agrees
assault rifle,NN1,RSSB,𐑩𐑕𐑷𐑤𐑑 𐑮𐑲𐑓𐑩𐑤,əˈsɔːlt raɪfəl,drop,,,,,wiktionary,new,97,shave_agrees
assembly line,NN1,GenAm,𐑩𐑕𐑧𐑥𐑚𐑤𐑦 𐑤𐑲𐑯,əˈsembli laɪːn,drop,,,,,wiktionary,new,97,shave_agrees
asylum seeker,NN1,GenAm,𐑩𐑕𐑲𐑤𐑩𐑥 𐑕𐑰𐑒𐑼,əˈsaɪːləm siːkəR,drop,,,,,wiktionary,new,97,shave_agrees
at daggers drawn,UNC,RSSB,𐑨𐑑 𐑛𐑨𐑜𐑼𐑟 𐑛𐑮𐑷𐑯,æt dæɡəRz drɔːn,drop,,,,,wiktionary,new,97,shave_agrees
at it,UNC,GenAm,𐑨𐑑 𐑦𐑑,ˈæt ɪt,drop,,,,,wiktionary,new,97,shave_agrees
at it,UNC,RSSB,𐑨𐑑 𐑦𐑑,ˈat ɪt,drop,,,,,wiktionary,new,97,shave_agrees
at loggerheads,UNC,GenAm,𐑨𐑑 𐑤𐑪𐑜𐑼𐑣𐑧𐑛𐑟,æt ˈlɒɡəRˌhedz,drop,,,,,wiktionary,new,97,shave_agrees
at loggerheads,UNC,RSSB,𐑨𐑑 𐑤𐑪𐑜𐑼𐑣𐑧𐑛𐑟,æt lɒɡəRhedz,drop,,,,,wiktionary,new,97,shave_agrees
au contraire,AV0,GenAm,𐑴 𐑒𐑪𐑯𐑑𐑮𐑺,oʊ ˌkɒnˈtreər,drop,,,,,wiktionary,new,97,shave_agrees
auld lang syne,NN1,RSSB,𐑷𐑤𐑛 𐑤𐑨𐑙 𐑕𐑲𐑯,ˌɔːld læŋ ˈsaɪn,drop,,,,,wiktionary,supplement,97,shave_agrees
babbitt metal,NN1,GenAm,𐑚𐑨𐑚𐑦𐑑 𐑥𐑧𐑑𐑩𐑤,ˈbæbɪt ˌmetəl,drop,,,,,wiktionary,new,97,shave_agrees
babbitt metal,NN1,RSSB,𐑚𐑨𐑚𐑦𐑑 𐑥𐑧𐑑𐑩𐑤,ˈbæbɪt ˌmetəl,drop,,,,,wiktionary,new,97,shave_agrees
baby carrot,NN1,GenAm,𐑚𐑱𐑚𐑦 𐑒𐑨𐑮𐑩𐑑,ˈbeɪbi ˈkærət,drop,,,,,wiktionary,new,95,"r_gap:spelling=2,ipa=1; shave_agrees"
baby carrot,NN1,RSSB,𐑚𐑱𐑚𐑦 𐑒𐑨𐑮𐑩𐑑,ˈbeɪbi kærət,drop,,,,,wiktionary,new,95,"r_gap:spelling=2,ipa=1; shave_agrees"
baby duck syndrome,NN1,GenAm,𐑚𐑱𐑚𐑦 𐑛𐑳𐑒 𐑕𐑦𐑯𐑛𐑮𐑴𐑥,ˌbeɪbi dʌk ˈsɪndroʊm,drop,,,,,wiktionary,new,97,shave_agrees
baby duck syndrome,NN1,RSSB,𐑚𐑱𐑚𐑦 𐑛𐑳𐑒 𐑕𐑦𐑯𐑛𐑮𐑴𐑥,ˌbeɪbi dʌk ˈsɪndrəʊm,drop,,,,,wiktionary,new,97,shave_agrees
baby face,NN1,GenAm,𐑚𐑱𐑚𐑦 𐑓𐑱𐑕,ˈbeɪbi ˌfeɪs,drop,,,,,wiktionary,new,97,shave_agrees
baby face,NN1,RSSB,𐑚𐑱𐑚𐑦 𐑓𐑱𐑕,ˈbeɪbɪ feɪs,drop,,,,,wiktionary,new,97,shave_agrees
back road,NN1,GenAm,𐑚𐑨𐑒 𐑮𐑴𐑛,ˈbæk ˌroʊd,drop,,,,,wiktionary,new,97,shave_agrees
back road,NN1,RSSB,𐑚𐑨𐑒 𐑮𐑴𐑛,ˈbæk ˌrəʊd,drop,,,,,wiktionary,new,97,shave_agrees
bah humbug,ITJ,RSSB,𐑚𐑭 𐑣𐑳𐑥𐑚𐑳𐑜,bɑː ˈhʌmbʌɡ,drop,,,,,wiktionary,new,97,shave_agrees
bah humbug,VVI,RSSB,𐑚𐑭 𐑣𐑳𐑥𐑚𐑳𐑜,bɑː ˈhʌmbʌɡ,drop,,,,,wiktionary,new,97,shave_agrees
baker's dozen,NN1,GenAm,𐑚𐑱𐑒𐑼𐑟 𐑛𐑳𐑟𐑩𐑯,ˌbeɪkərz ˈdʌzən,drop,,,,,wiktionary,new,97,shave_agrees
baker's dozen,NN1,GenAm,𐑚𐑱𐑒𐑼𐑟 𐑛𐑳𐑟𐑩𐑯,ˌbeɪkəRz ˈdʌzən,drop,,,,,wiktionary,new,97,shave_agrees
baker's dozen,NN1,RSSB,𐑚𐑱𐑒𐑼𐑟 𐑛𐑳𐑟𐑩𐑯,beɪkəRz ˈdʌzən,drop,,,,,wiktionary,new,97,shave_agrees
baller band,NN1,GenAm,𐑚𐑷𐑤𐑼 𐑚𐑨𐑯𐑛,ˈbɔːləR ˌbænd,drop,,,,,wiktionary,new,97,shave_agrees
balloon goes up,UNC,RSSB,𐑚𐑩𐑤𐑵𐑯 𐑜𐑴𐑟 𐑳𐑐,bəˌluːn ɡəʊz ˈʌp,drop,,,,,wiktionary,new,97,shave_agrees
banana split,NN1,GenAm,𐑚𐑩𐑯𐑨𐑯𐑩 𐑕𐑐𐑤𐑦𐑑,bəˈnænə splɪt,drop,,,,,wiktionary,new,97,shave_agrees
banana split,NN1,RSSB,𐑚𐑩𐑯𐑭𐑯𐑩 𐑕𐑐𐑤𐑦𐑑,bəˈnɑːnə splɪt,drop,,,,,wiktionary,new,97,shave_agrees
bar review,NN1,RSSB,𐑚𐑸 𐑮𐑦𐑝𐑿,bɑːR rɪˌvjuː,drop,,,,,wiktionary,new,97,shave_agrees
barbecue sauce,NN1,RSSB,𐑚𐑸𐑚𐑦𐑒𐑿 𐑕𐑷𐑕,bɑːRbɪkjuː sɔːs,drop,,,,,wiktionary,new,97,shave_agrees
barbed wire,NN1,GenAm,𐑚𐑸𐑚𐑛 𐑢𐑲𐑼,bɑːRbd waɪər,drop,,,,,wiktionary,new,97,shave_agrees
barking mad,AJ0,RSSB,𐑚𐑸𐑒𐑦𐑙 𐑥𐑨𐑛,bɑːRkɪŋ mæd,drop,,,,,wiktionary,new,97,shave_agrees
barracks emperor,NN1,GenAm,𐑚𐑨𐑮𐑩𐑒𐑕 𐑧𐑥𐑐𐑼𐑼,ˈbærəks ˈempərəR,drop,,,,,wiktionary,new,95,"r_gap:spelling=4,ipa=3; shave_agrees"
barracks emperor,NN1,RSSB,𐑚𐑨𐑮𐑩𐑒𐑕 𐑧𐑥𐑐𐑼𐑼,bærəks empərəR,drop,,,,,wiktionary,new,95,"r_gap:spelling=4,ipa=3; shave_agrees"
baseball cap,NN1,RSSB,𐑚𐑱𐑕𐑚𐑷𐑤 𐑒𐑨𐑐,ˈbeɪsbɔːl ˌkæp,drop,,,,,wiktionary,new,97,shave_agrees
bastard strangles,NN1,GenAm,𐑚𐑨𐑕𐑑𐑼𐑛 𐑕𐑑𐑮𐑨𐑙𐑜𐑩𐑤𐑟,ˈbæstəRd ˈstræŋɡəlz,drop,,,,,wiktionary,new,97,shave_agrees
bastard strangles,NN1,RSSB,𐑚𐑭𐑕𐑑𐑼𐑛 𐑕𐑑𐑮𐑨𐑙𐑜𐑩𐑤𐑟,bɑːstəRd stræŋɡəlz,drop,,,,,wiktionary,new,97,shave_agrees
bear in mind,VVI,RSSB,𐑚𐑺 𐑦𐑯 𐑥𐑲𐑯𐑛,beəR ɪn ˈmaɪnd,drop,,,,,wiktionary,new,97,shave_agrees
bearded seal,NN1,GenAm,𐑚𐑽𐑛𐑩𐑛 𐑕𐑰𐑤,ˈbiəRdəd siːl,drop,,,,,wiktionary,new,97,shave_agrees
bearded seal,NN1,RSSB,𐑚𐑽𐑛𐑩𐑛 𐑕𐑰𐑤,bɪəRdəd siːl,drop,,,,,wiktionary,new,97,shave_agrees
beauty sleep,NN1,RSSB,𐑚𐑿𐑑𐑦 𐑕𐑤𐑰𐑐,ˈbjuːti ˌsliːp,drop,,,,,wiktionary,new,97,shave_agrees
